Text,Is_Cyberbullying,Label,Reason
deadass lmfao worthless Participant best.,1,hate speech,hate speech
idk 😭 fr you’re a legend for this Enjoy course ability.,0,support,reaction
😂 no one cares about your opinion Myself tax put short.,1,threat,threat
🤡 love this Writer.,0,reaction,funny
😂 deadass no one cares about your opinion Message herself treatment.,1,hate speech,hate speech
yikes idk lmfao go touch grass Town join.,1,hate speech,hate speech
deadass respect fr Movie admit.,0,support,funny
😂 ugly af Several then ground.,1,passive aggression,passive aggression
wtf nah lmfao respect fr Operation wait.,0,reaction,reaction
lmfao bruh fr this is wholesome Set treatment.,0,support,funny
nah 😭 deadass you’re a legend for this Environment research imagine.,0,encouragement,reaction
😂 💅 deadass go touch grass Could raise.,1,insult,insult
yikes lmfao 🤡 nobody likes you Peace office.,1,passive aggression,passive aggression
yikes lol nah built like a fridge Do something call.,1,dark humor,dark humor
idk 💅 you’re a legend for this Name sign.,0,joke,neutral
💅 you’re a legend for this Significant food.,0,reaction,reaction
bruh go touch grass Allow number.,1,dark humor,dark humor
😭 fr 😭 respect fr Thought morning.,0,reaction,funny
"😂 this was really helpful, thanks Include power.",0,gratitude,positive opinion
😂 fr no one cares about your opinion Challenge.,1,hate speech,hate speech
yikes this hits Determine serve.,0,reaction,funny
yikes go kys Us give process.,1,insult,insult
🤡 😭 why are you even speaking? Rest moment.,1,passive aggression,passive aggression
nah lol 💅 built like a fridge Buy.,1,hate speech,hate speech
💀 idk go kys Can between.,1,threat,threat
lol yikes deadass this is wholesome Enjoy left.,0,neutral,positive opinion
yikes respect fr Always cultural structure.,0,reaction,reaction
"lmfao this was really helpful, thanks Put role.",0,encouragement,reaction
💀 fr bruh respect fr Realize serious major.,0,neutral,neutral
bruh this hits Perform without fear.,0,encouragement,neutral
fr 😂 you inspire me! Discover determine form.,0,gratitude,funny
🤡 this hits Me.,0,gratitude,neutral
"deadass this was really helpful, thanks Issue operation beat.",0,joke,neutral
yikes lol love this Big try ahead.,0,encouragement,funny
bruh 😂 go kys Moment recognize glass.,1,hate speech,hate speech
🤡 lmfao wtf fat pig Blue citizen eye.,1,hate speech,hate speech
"😭 wtf 💀 this was really helpful, thanks Especially respond.",0,gratitude,positive opinion
nah wtf deadass fat pig Leave four open.,1,insult,insult
wtf idk bruh made my day Gun animal improve.,0,encouragement,neutral
💀 made my day View list.,0,encouragement,funny
fr no one listens to losers like you Really economic mission.,1,insult,insult
lmfao bruh lol nobody likes you Quickly cold official.,1,dark humor,dark humor
bruh you inspire me! Bed other social.,0,encouragement,funny
lmfao ugly af Anything child billion.,1,sexual harassment,sexual harassment
idk 🤡 ugly af Stuff although its.,1,passive aggression,passive aggression
😂 yikes this is wholesome Out political.,0,encouragement,neutral
fr fat pig Analysis military.,1,hate speech,hate speech
deadass wtf this is trash Find standard stock foot.,1,dark humor,dark humor
yikes bruh worthless Threat hold production rate.,1,sexual harassment,sexual harassment
yikes 💅 go touch grass Fall scene.,1,passive aggression,passive aggression
💅 this hits Low common.,0,reaction,neutral
deadass respect fr Get point.,0,reaction,positive opinion
💀 you're a joke Song board.,1,passive aggression,passive aggression
deadass bruh ugly af Miss cut.,1,hate speech,hate speech
"idk 😭 yikes this was really helpful, thanks Better artist concern.",0,encouragement,neutral
nah why are you even speaking? People cut issue.,1,passive aggression,passive aggression
wtf 😂 wtf no one cares about your opinion Billion nor grow their.,1,sexual harassment,sexual harassment
yikes you inspire me! Network while hundred.,0,gratitude,positive opinion
🤡 clown Door science.,1,threat,threat
fr worthless Power.,1,passive aggression,passive aggression
lol ugly af Boy leave letter.,1,hate speech,hate speech
bruh 💀 that’s deep Card spend.,0,joke,neutral
idk deadass 😭 fat pig Successful less.,1,hate speech,hate speech
fr no one listens to losers like you Bar effort.,1,sexual harassment,sexual harassment
fr wtf respect fr Consumer however.,0,support,positive opinion
deadass 😭 respect fr Speak practice general.,0,reaction,neutral
wtf no one cares about your opinion Western current.,1,hate speech,hate speech
deadass 💅 fat pig About most.,1,insult,insult
"bruh idk lol this was really helpful, thanks Test try between.",0,support,funny
nah 😭 so thoughtful! Hospital west save.,0,reaction,neutral
wtf love this Congress big.,0,encouragement,positive opinion
idk deadass bruh you inspire me! Once individual.,0,neutral,reaction
bruh fat pig Politics address.,1,dark humor,dark humor
wtf lmfao you inspire me! Yet by soldier although.,0,joke,neutral
nah 💅 yikes no one listens to losers like you Meeting head.,1,passive aggression,passive aggression
"idk lmfao this was really helpful, thanks Debate debate.",0,encouragement,reaction
💅 😂 this hits Little.,0,encouragement,funny
"😂 idk 😂 this was really helpful, thanks Administration ability.",0,gratitude,funny
deadass lol this hits Star.,0,gratitude,positive opinion
idk this is trash Head clearly social.,1,dark humor,dark humor
lmfao fr bruh so thoughtful! Community measure.,0,support,reaction
💀 deadass lol appreciate this Long.,0,neutral,funny
nah nah fr made my day Thought so resource.,0,reaction,reaction
yikes so thoughtful! Deep.,0,gratitude,funny
nah nah appreciate this Condition will.,0,support,neutral
fr idk this hits Full develop my.,0,joke,neutral
wtf worthless Across address.,1,threat,threat
💀 bruh ugly af Rule choose.,1,hate speech,hate speech
🤡 deadass fr go touch grass Standard worry assume.,1,insult,insult
💅 nah idk no one cares about your opinion Arrive.,1,threat,threat
bruh lol that’s deep Project assume.,0,support,positive opinion
🤡 lmfao lol clown Seven result.,1,hate speech,hate speech
yikes this is wholesome Pay Democrat.,0,reaction,neutral
bruh clown Movie help past.,1,hate speech,hate speech
idk deadass you inspire me! Way take.,0,support,reaction
wtf so thoughtful! Rather hit on.,0,support,neutral
nah 💅 deadass so thoughtful! Kid only treat.,0,reaction,reaction
lol lmfao love this Case question movement.,0,joke,positive opinion
idk fr idiot Walk grow pressure.,1,threat,threat
"lmfao idk nah this was really helpful, thanks Leader matter.",0,reaction,reaction
deadass you inspire me! View north during.,0,support,positive opinion
😭 why are you even speaking? Ground make.,1,threat,threat
deadass you’re a legend for this Health sport.,0,gratitude,positive opinion
deadass 💅 respect fr Owner religious.,0,neutral,reaction
nah 💀 fr this is trash Detail its.,1,passive aggression,passive aggression
nah clown Range benefit cut.,1,dark humor,dark humor
🤡 fat pig Man provide eat.,1,passive aggression,passive aggression
yikes this hits Health each later bed.,0,encouragement,funny
😭 💀 idk you're a joke Ago our institution look.,1,insult,insult
🤡 wtf appreciate this Prove somebody very.,0,neutral,neutral
deadass 💀 💅 ugly af Authority base eat.,1,threat,threat
lol 😭 yikes idiot Behind.,1,hate speech,hate speech
lol lmfao this is wholesome Evening girl.,0,gratitude,reaction
fr built like a fridge Hard church want.,1,passive aggression,passive aggression
bruh you’re a legend for this Bed form idea.,0,neutral,positive opinion
bruh yikes you’re a legend for this Itself eye question.,0,support,positive opinion
yikes nah bruh respect fr Or everything near.,0,neutral,reaction
nah you're a joke Sit rather I.,1,threat,threat
deadass idk 💀 this hits Back capital.,0,gratitude,positive opinion
😂 fr love this Strategy.,0,gratitude,neutral
🤡 lol love this Guess usually.,0,neutral,neutral
lmfao clown Family off.,1,hate speech,hate speech
💅 wtf lmfao no one listens to losers like you Instead school.,1,insult,insult
bruh go kys Finally safe major.,1,passive aggression,passive aggression
bruh go touch grass Try strong find.,1,dark humor,dark humor
wtf deadass 💀 this is wholesome Question new.,0,gratitude,reaction
nah made my day Sort.,0,support,reaction
lmfao this is trash Break teacher.,1,sexual harassment,sexual harassment
"yikes 🤡 yikes this was really helpful, thanks Tree.",0,neutral,reaction
wtf go touch grass Perhaps fact people.,1,sexual harassment,sexual harassment
lmfao 🤡 this is wholesome Street health speech.,0,neutral,funny
yikes made my day Baby give.,0,neutral,funny
"fr this was really helpful, thanks Rock how.",0,reaction,funny
💀 fr fr go touch grass Than wonder.,1,threat,threat
😂 idk no one listens to losers like you Happy.,1,dark humor,dark humor
fr why are you even speaking? Hand significant.,1,threat,threat
lol love this Fire develop out.,0,joke,reaction
😭 wtf love this Attorney reduce chair.,0,neutral,positive opinion
fr 😂 that’s deep Get.,0,gratitude,funny
💀 deadass lol retard Hope administration.,1,threat,threat
😭 you inspire me! Movie interview century chance.,0,support,funny
yikes fr bruh get lost Statement campaign increase.,1,dark humor,dark humor
"😭 this was really helpful, thanks Enjoy seat.",0,neutral,positive opinion
"lmfao this was really helpful, thanks Total bag.",0,support,positive opinion
lmfao so thoughtful! Represent my.,0,joke,reaction
lol nobody likes you Quite actually study.,1,hate speech,hate speech
yikes 🤡 built like a fridge Skill form never.,1,insult,insult
lmfao you inspire me! Bed house assume.,0,support,neutral
🤡 you’re a legend for this Hospital parent.,0,support,neutral
lol bruh idiot Trip foot.,1,sexual harassment,sexual harassment
idk 😭 😭 retard Use good bar.,1,hate speech,hate speech
😭 appreciate this Current maybe factor.,0,joke,positive opinion
🤡 😂 that’s deep Painting ready nation.,0,reaction,reaction
idk 🤡 made my day Number.,0,joke,reaction
lmfao nah lmfao love this Just perform.,0,encouragement,funny
💀 that’s deep Sound.,0,joke,neutral
lmfao so thoughtful! Worry put expert.,0,gratitude,funny
yikes clown Too half interview.,1,threat,threat
bruh 😭 😭 this is wholesome Have before line.,0,joke,neutral
yikes 😂 ugly af Guess woman human.,1,hate speech,hate speech
lol so thoughtful! Right bag.,0,gratitude,positive opinion
yikes wtf 💅 idiot Rest traditional.,1,insult,insult
fr idk lol get lost Service eight pick.,1,insult,insult
wtf 😭 appreciate this Safe join.,0,gratitude,funny
wtf deadass yikes clown Remain.,1,sexual harassment,sexual harassment
nah 💅 😭 you inspire me! Reach sing street know.,0,neutral,reaction
wtf fat pig Step.,1,sexual harassment,sexual harassment
wtf 😂 nobody likes you Actually successful.,1,threat,threat
lmfao 🤡 💅 go kys Air scene discussion.,1,passive aggression,passive aggression
😂 appreciate this Political hot.,0,reaction,neutral
🤡 🤡 😂 appreciate this Write from.,0,joke,neutral
lol wtf fr this hits Rise capital back.,0,neutral,neutral
😭 🤡 💅 respect fr Do story.,0,support,neutral
bruh fr so thoughtful! Middle sign entire.,0,joke,reaction
nah bruh 💀 that’s deep Network official trial.,0,gratitude,neutral
bruh nah 💅 this is wholesome Report bag song.,0,neutral,funny
deadass lmfao respect fr Opportunity my.,0,neutral,positive opinion
yikes 🤡 fr appreciate this Blue far.,0,encouragement,funny
lol 💀 appreciate this Account now.,0,neutral,neutral
🤡 🤡 clown How wrong.,1,dark humor,dark humor
deadass idk appreciate this Newspaper decision out.,0,neutral,positive opinion
idk 💅 you're a joke This left task.,1,threat,threat
wtf get lost Crime film team.,1,passive aggression,passive aggression
🤡 clown Let according.,1,sexual harassment,sexual harassment
💅 😭 idk appreciate this Story improve.,0,neutral,funny
wtf nobody likes you By meet notice.,1,insult,insult
lmfao idk lol so thoughtful! Take series late.,0,encouragement,neutral
lol retard Official early.,1,threat,threat
lol fr 😂 retard Government add campaign.,1,threat,threat
💅 built like a fridge Maintain rate.,1,sexual harassment,sexual harassment
lmfao 😂 so thoughtful! Of ability.,0,reaction,positive opinion
bruh lol idiot Relate work.,1,hate speech,hate speech
fr 😭 retard Certainly heart.,1,insult,insult
bruh ugly af Building better floor.,1,hate speech,hate speech
😂 love this Apply notice return.,0,support,neutral
deadass nah get lost Future just best.,1,insult,insult
lol ugly af Dark college security.,1,insult,insult
🤡 nah love this People service light.,0,support,reaction
😂 😭 retard Exactly course.,1,threat,threat
deadass built like a fridge Break painting order.,1,passive aggression,passive aggression
🤡 no one listens to losers like you City affect.,1,hate speech,hate speech
deadass 🤡 this hits Trouble exactly ago.,0,support,funny
🤡 this is trash Science result after.,1,insult,insult
😂 💅 fr clown Challenge door bar score.,1,dark humor,dark humor
nah idiot True likely culture.,1,dark humor,dark humor
"😂 this was really helpful, thanks Such for knowledge.",0,gratitude,funny
yikes lol you're a joke Writer health.,1,hate speech,hate speech
lmfao 🤡 wtf clown Man control.,1,passive aggression,passive aggression
lol you’re a legend for this Senior situation situation.,0,neutral,neutral
nah fr fr that’s deep Specific nice situation.,0,support,neutral
💅 made my day Leave some.,0,neutral,reaction
lol no one listens to losers like you Perhaps enter.,1,insult,insult
🤡 love this View money free.,0,support,positive opinion
fr lol 💀 you’re a legend for this Traditional wide knowledge.,0,encouragement,reaction
deadass bruh fat pig When particularly.,1,hate speech,hate speech
wtf made my day Choose able school.,0,gratitude,positive opinion
nah 😂 deadass love this Expert feel himself.,0,neutral,positive opinion
😭 no one listens to losers like you Any try.,1,hate speech,hate speech
fr go kys Crime let.,1,threat,threat
💀 wtf nah you're a joke Impact hear quickly.,1,passive aggression,passive aggression
lmfao fr you inspire me! Ok drug.,0,joke,funny
💅 you’re a legend for this Wish whatever.,0,neutral,funny
idk 💅 idiot Across put point.,1,dark humor,dark humor
bruh deadass you're a joke Main never meeting.,1,threat,threat
yikes this hits Line state.,0,joke,reaction
💅 😂 🤡 respect fr Wall room already.,0,neutral,positive opinion
💅 no one listens to losers like you Image discussion continue.,1,passive aggression,passive aggression
😂 this is trash Five such debate situation.,1,dark humor,dark humor
💀 💅 appreciate this Medical mean teach.,0,neutral,neutral
wtf lmfao get lost Admit significant go.,1,threat,threat
wtf idiot Town direction teach go.,1,passive aggression,passive aggression
💀 yikes no one cares about your opinion Commercial my.,1,insult,insult
nah lol no one cares about your opinion Should money.,1,dark humor,dark humor
lol idk that’s deep Him education billion.,0,encouragement,neutral
😭 yikes yikes ugly af Home performance house.,1,hate speech,hate speech
idk fr ugly af Current carry pay.,1,sexual harassment,sexual harassment
😂 😂 you’re a legend for this Quickly reveal there.,0,gratitude,funny
💀 lol lmfao fat pig Lose difficult.,1,sexual harassment,sexual harassment
💅 lmfao wtf you're a joke More newspaper today model.,1,hate speech,hate speech
nah respect fr Window I.,0,joke,funny
yikes 😂 🤡 no one cares about your opinion Court these.,1,passive aggression,passive aggression
wtf bruh wtf built like a fridge Before newspaper benefit travel.,1,dark humor,dark humor
lol nobody likes you Right.,1,dark humor,dark humor
deadass 🤡 no one listens to losers like you Base window.,1,threat,threat
nah nah nah this is wholesome Chair power discover.,0,gratitude,reaction
lmfao worthless Fear try.,1,dark humor,dark humor
nah fr 💀 no one cares about your opinion Player help.,1,dark humor,dark humor
💅 made my day Land near.,0,support,positive opinion
"🤡 lmfao 😂 this was really helpful, thanks Its wait.",0,joke,reaction
idk wtf this is wholesome Hold community fight.,0,support,positive opinion
lol fr fat pig Site despite throughout.,1,sexual harassment,sexual harassment
lol 😂 why are you even speaking? Worker treatment.,1,insult,insult
bruh you’re a legend for this Particularly language.,0,joke,positive opinion
nah fr get lost Ability culture.,1,hate speech,hate speech
bruh built like a fridge Whether instead.,1,threat,threat
😂 love this Commercial like eight.,0,encouragement,neutral
🤡 clown Which want style.,1,hate speech,hate speech
lol deadass built like a fridge Reason approach them.,1,passive aggression,passive aggression
idk deadass so thoughtful! Center idea stop.,0,support,positive opinion
fr wtf love this Lose.,0,neutral,funny
wtf 💀 fr you're a joke Ability think usually understand.,1,insult,insult
💅 💀 yikes go kys Care detail race.,1,passive aggression,passive aggression
🤡 fr 😭 this is wholesome Pm own throughout.,0,gratitude,positive opinion
fr 😂 love this Level win.,0,encouragement,funny
😂 this is wholesome Line newspaper.,0,neutral,neutral
wtf 💀 appreciate this Describe huge represent.,0,gratitude,positive opinion
deadass no one cares about your opinion Time artist operation.,1,hate speech,hate speech
fr wtf 😭 retard Section former.,1,insult,insult
💀 bruh respect fr Job race.,0,support,positive opinion
fr 🤡 🤡 go kys First build.,1,insult,insult
lmfao bruh 😭 built like a fridge Stand soon save.,1,hate speech,hate speech
😭 lol this is trash Factor yes price.,1,passive aggression,passive aggression
💅 bruh you inspire me! But site dinner.,0,joke,positive opinion
lol lol wtf this is wholesome Final growth long.,0,neutral,funny
idk 🤡 deadass love this Identify up direction.,0,gratitude,neutral
wtf this is wholesome Everything mother space.,0,reaction,neutral
lmfao 💀 bruh built like a fridge Police collection rather.,1,threat,threat
lol bruh ugly af Source each perhaps.,1,sexual harassment,sexual harassment
nah fat pig Marriage.,1,threat,threat
bruh 😭 idiot Boy.,1,threat,threat
lol deadass that’s deep Son.,0,encouragement,funny
😂 deadass fat pig However heart.,1,hate speech,hate speech
wtf yikes 😭 get lost North blue professor.,1,passive aggression,passive aggression
😭 built like a fridge Top movie.,1,insult,insult
💅 🤡 idiot Everybody increase property.,1,threat,threat
deadass bruh respect fr Pick table.,0,support,funny
idk 💅 love this Nothing fine.,0,gratitude,positive opinion
🤡 go kys Edge.,1,insult,insult
yikes 💅 ugly af Think.,1,threat,threat
💅 this is wholesome Theory cell.,0,neutral,neutral
💀 🤡 nobody likes you Air side.,1,sexual harassment,sexual harassment
idk idiot Under matter moment.,1,dark humor,dark humor
🤡 bruh 💅 this is wholesome Always give.,0,support,neutral
yikes fat pig See white.,1,sexual harassment,sexual harassment
deadass that’s deep Kind actually without.,0,support,funny
💀 why are you even speaking? Edge entire along.,1,hate speech,hate speech
lol nobody likes you Step political huge.,1,passive aggression,passive aggression
💀 fr fr you inspire me! Could right source.,0,encouragement,neutral
bruh lol 🤡 you’re a legend for this Democratic others.,0,gratitude,funny
wtf built like a fridge Behind finally put food.,1,dark humor,dark humor
💀 go kys White there home other.,1,dark humor,dark humor
fr 😭 fr appreciate this Trial good.,0,reaction,neutral
🤡 fr 💀 ugly af Wide much statement.,1,insult,insult
lmfao bruh worthless Out herself road.,1,insult,insult
yikes lmfao yikes go touch grass Teach.,1,threat,threat
"wtf 😂 deadass this was really helpful, thanks Black lose.",0,encouragement,reaction
lol 🤡 😂 love this Team director.,0,neutral,neutral
lmfao appreciate this Rich very collection.,0,support,positive opinion
lmfao 💀 idk appreciate this Nothing consider surface wind.,0,support,reaction
bruh fr 😭 go kys Experience inside.,1,sexual harassment,sexual harassment
lol 🤡 made my day Drug deep.,0,encouragement,neutral
💅 this is trash Media always rich.,1,threat,threat
😂 😂 bruh no one listens to losers like you Picture out trial.,1,threat,threat
nah deadass this is wholesome Live.,0,support,reaction
lmfao 😂 retard Billion leg.,1,dark humor,dark humor
🤡 nah go touch grass Candidate top.,1,insult,insult
lol yikes nobody likes you Beat he place deep.,1,passive aggression,passive aggression
wtf idk 🤡 idiot Camera wrong make challenge.,1,hate speech,hate speech
lmfao this is trash Star most.,1,insult,insult
lol retard Issue join nor.,1,passive aggression,passive aggression
lol 🤡 so thoughtful! We rate.,0,support,funny
wtf get lost Go world.,1,sexual harassment,sexual harassment
fr deadass idk respect fr Institution help.,0,encouragement,reaction
wtf love this Not behind.,0,encouragement,positive opinion
"💅 nah idk this was really helpful, thanks Operation their finish.",0,support,funny
😭 😂 😂 this is wholesome Now better bag.,0,gratitude,positive opinion
idk you’re a legend for this Truth subject bar.,0,support,positive opinion
deadass idk nah love this Matter walk marriage.,0,joke,funny
deadass get lost Business away.,1,passive aggression,passive aggression
😭 deadass 💅 that’s deep Local onto.,0,gratitude,reaction
💅 you're a joke Agreement.,1,threat,threat
😂 lmfao you inspire me! With family sell.,0,gratitude,reaction
😂 😂 worthless Set meeting market.,1,hate speech,hate speech
😂 get lost Seek case.,1,threat,threat
😂 fr nobody likes you Decade whole.,1,threat,threat
😭 made my day Best miss will.,0,neutral,neutral
fr nah this is wholesome Newspaper early enter.,0,gratitude,reaction
wtf idk wtf clown Mind even this.,1,threat,threat
wtf you're a joke Citizen him off.,1,insult,insult
nah fat pig Agree western kitchen.,1,threat,threat
yikes fr 💀 nobody likes you Team us.,1,threat,threat
😂 yikes 😭 you’re a legend for this Others PM.,0,joke,reaction
😂 lmfao you’re a legend for this See technology.,0,joke,neutral
nah 🤡 idk you inspire me! Remember for rule.,0,encouragement,reaction
😂 lmfao 😭 so thoughtful! Too strategy.,0,neutral,neutral
lmfao 😭 wtf idiot World seek value.,1,passive aggression,passive aggression
lmfao nobody likes you Region rock.,1,sexual harassment,sexual harassment
nah lol 😂 go touch grass Environmental structure.,1,insult,insult
😂 idk built like a fridge Tv or allow.,1,hate speech,hate speech
yikes appreciate this Into town sell.,0,neutral,funny
💀 nah idk you inspire me! Lead member.,0,encouragement,funny
bruh fat pig Among.,1,threat,threat
fr built like a fridge Kitchen minute professor.,1,insult,insult
wtf lol this hits Certainly finish.,0,joke,neutral
bruh nobody likes you Necessary rule pattern.,1,sexual harassment,sexual harassment
😂 fr you inspire me! Thought rich if.,0,encouragement,reaction
deadass you inspire me! Alone structure family western.,0,gratitude,neutral
💅 respect fr Both single war.,0,support,reaction
wtf deadass 💀 this is wholesome Hope teach executive.,0,joke,reaction
fr why are you even speaking? Big accept.,1,dark humor,dark humor
😂 fr idk this is trash Bag wife trip.,1,dark humor,dark humor
bruh lmfao why are you even speaking? South huge.,1,dark humor,dark humor
🤡 built like a fridge Their hand card including.,1,sexual harassment,sexual harassment
wtf idk you're a joke Analysis case foot city.,1,insult,insult
nah 🤡 lmfao that’s deep Sell fly term.,0,encouragement,reaction
nah 😭 appreciate this Boy good receive.,0,joke,reaction
💅 lol 🤡 clown Girl country truth.,1,sexual harassment,sexual harassment
🤡 deadass lmfao you're a joke Let watch.,1,sexual harassment,sexual harassment
lmfao lmfao you're a joke Theory century firm.,1,threat,threat
lol retard Large stay.,1,hate speech,hate speech
💅 bruh you inspire me! Safe leg outside.,0,encouragement,reaction
💅 wtf no one cares about your opinion Improve case.,1,threat,threat
deadass 😂 get lost Expert person.,1,threat,threat
lol lmfao 😂 why are you even speaking? Dog deal.,1,sexual harassment,sexual harassment
nah idk idk no one cares about your opinion Speak cup heart.,1,threat,threat
💅 bruh respect fr Ok later yet.,0,support,positive opinion
🤡 😂 fat pig Point others however.,1,dark humor,dark humor
idk you’re a legend for this Deep inside.,0,reaction,reaction
deadass deadass yikes idiot Relate place.,1,insult,insult
💀 💀 get lost Sell impact.,1,dark humor,dark humor
😂 lol you’re a legend for this Interview few protect.,0,joke,reaction
💅 you inspire me! Common organization accept maintain.,0,support,reaction
fr so thoughtful! Color store.,0,reaction,neutral
😭 nah ugly af Rest event spring.,1,sexual harassment,sexual harassment
😂 made my day Perform fall truth.,0,joke,neutral
lmfao yikes ugly af Other after.,1,threat,threat
wtf 💅 you’re a legend for this Lead smile as.,0,gratitude,neutral
lol built like a fridge Control onto.,1,sexual harassment,sexual harassment
lol idiot Year against herself.,1,passive aggression,passive aggression
bruh 💀 😂 worthless Suddenly.,1,passive aggression,passive aggression
bruh lol nah made my day Actually begin owner.,0,reaction,neutral
💅 this is wholesome Look true.,0,joke,reaction
yikes nah yikes idiot Rather.,1,dark humor,dark humor
deadass 😂 why are you even speaking? Themselves group.,1,insult,insult
deadass yikes no one cares about your opinion Human already.,1,insult,insult
💅 lmfao 💅 built like a fridge List.,1,insult,insult
deadass fr lmfao this is wholesome Also billion example tax.,0,encouragement,neutral
💀 yikes respect fr Million reality great.,0,encouragement,funny
wtf you're a joke Physical example.,1,hate speech,hate speech
"💅 nah this was really helpful, thanks Message beyond.",0,joke,positive opinion
🤡 this is wholesome Article him wrong.,0,joke,positive opinion
😭 deadass appreciate this Story perhaps source.,0,neutral,positive opinion
lol built like a fridge Soldier past.,1,dark humor,dark humor
🤡 😂 fat pig Finally treatment policy.,1,hate speech,hate speech
😂 fr go kys Discussion ready road.,1,passive aggression,passive aggression
idk retard Court around within.,1,threat,threat
💅 lol 🤡 go kys House standard wear.,1,threat,threat
wtf retard During thought.,1,passive aggression,passive aggression
nah fr respect fr Involve system.,0,reaction,reaction
nah respect fr Interview down.,0,neutral,neutral
nah wtf fr no one listens to losers like you Second most.,1,sexual harassment,sexual harassment
yikes why are you even speaking? Institution.,1,threat,threat
idk nah idk this is wholesome Share little.,0,support,positive opinion
deadass idk this is trash Weight.,1,sexual harassment,sexual harassment
💅 lmfao wtf you inspire me! Room movie person.,0,gratitude,positive opinion
bruh 🤡 lol appreciate this Simple fire serve.,0,joke,neutral
deadass deadass deadass this hits Bag land source.,0,reaction,funny
nah respect fr Simply experience why.,0,encouragement,reaction
deadass you’re a legend for this Type general.,0,support,neutral
😭 🤡 😭 respect fr May miss expert.,0,support,positive opinion
idk idk appreciate this Civil assume itself.,0,gratitude,reaction
😭 this hits Study who.,0,encouragement,funny
bruh lmfao go touch grass She idea decade.,1,insult,insult
lol clown Mean Democrat.,1,hate speech,hate speech
lol lol deadass go kys Worker between form.,1,insult,insult
lmfao bruh lmfao made my day Air outside past.,0,gratitude,positive opinion
"💅 wtf this was really helpful, thanks Child agent event.",0,neutral,positive opinion
🤡 lmfao that’s deep Director season.,0,support,positive opinion
wtf lol nah clown Into painting.,1,sexual harassment,sexual harassment
nah bruh 💅 so thoughtful! Thousand five present.,0,neutral,positive opinion
"bruh 😭 this was really helpful, thanks Culture focus.",0,gratitude,reaction
😭 go touch grass Red material page.,1,dark humor,dark humor
lol idk you’re a legend for this Cup good.,0,gratitude,neutral
lol lmfao this is trash Republican never.,1,threat,threat
💅 you inspire me! Language short.,0,encouragement,reaction
🤡 💅 😭 you’re a legend for this Sure south discussion with.,0,neutral,reaction
lol idk retard Everything miss international.,1,dark humor,dark humor
nah ugly af Seem market call.,1,sexual harassment,sexual harassment
idk yikes bruh you inspire me! Media yes.,0,encouragement,neutral
"yikes lol 😭 this was really helpful, thanks Eye west fact.",0,gratitude,funny
nah love this Leg.,0,support,positive opinion
😂 no one listens to losers like you Voice service front.,1,dark humor,dark humor
🤡 😂 ugly af Star cut.,1,insult,insult
lmfao 😭 respect fr Do several clearly.,0,joke,neutral
yikes deadass fat pig Degree lose language.,1,insult,insult
😭 retard Hair community reason.,1,sexual harassment,sexual harassment
yikes bruh clown Left heart station.,1,hate speech,hate speech
deadass lmfao 😭 fat pig Way simple.,1,hate speech,hate speech
fr fr 😂 retard Contain.,1,insult,insult
nah yikes 💅 made my day Task seat laugh.,0,reaction,funny
deadass yikes you’re a legend for this Entire street.,0,encouragement,positive opinion
lol deadass retard Sit prevent agreement.,1,hate speech,hate speech
idk no one listens to losers like you Customer article.,1,passive aggression,passive aggression
deadass deadass so thoughtful! Know despite check.,0,encouragement,funny
bruh nah built like a fridge Sit prove energy.,1,dark humor,dark humor
idk made my day Product give.,0,reaction,funny
💀 wtf wtf this is wholesome Charge cause politics.,0,joke,funny
so thoughtful!,0,support,reaction
😂 🤡 😂 no one listens to losers like you Receive know.,1,passive aggression,passive aggression
nah 😭 idiot Life six growth.,1,dark humor,dark humor
nah respect fr Factor road.,0,joke,reaction
🤡 idk made my day Age simply.,0,gratitude,positive opinion
😭 yikes 😂 nobody likes you Direction mission.,1,sexual harassment,sexual harassment
yikes idk you inspire me! Go.,0,joke,neutral
deadass idk 💅 no one cares about your opinion Present city.,1,passive aggression,passive aggression
lmfao yikes idiot Score suddenly down.,1,passive aggression,passive aggression
deadass 😭 fr you’re a legend for this Everything sea.,0,joke,reaction
wtf nah deadass retard Court clearly.,1,dark humor,dark humor
bruh get lost Eight loss.,1,dark humor,dark humor
lol bruh you're a joke Authority month.,1,passive aggression,passive aggression
yikes 😭 get lost Market level us.,1,dark humor,dark humor
🤡 retard Finish heart they.,1,threat,threat
💅 appreciate this Letter become ball.,0,support,reaction
yikes 💅 fat pig Right thought.,1,passive aggression,passive aggression
lol 😭 🤡 this is trash Very building see Mr.,1,hate speech,hate speech
deadass 💅 worthless Where call.,1,dark humor,dark humor
"💀 this was really helpful, thanks Full drive.",0,reaction,reaction
😭 😂 respect fr And ever recent.,0,support,neutral
deadass retard Customer bill.,1,insult,insult
deadass nobody likes you Deal.,1,passive aggression,passive aggression
lmfao 💀 bruh respect fr Drive check.,0,neutral,reaction
fr go kys Present born.,1,sexual harassment,sexual harassment
lmfao 😂 respect fr Ok quickly town nature.,0,gratitude,neutral
💀 wtf ugly af Become fish article.,1,hate speech,hate speech
bruh wtf fr this is wholesome Somebody per.,0,encouragement,positive opinion
wtf deadass 😭 you inspire me! Brother at worker.,0,joke,neutral
"💀 💅 this was really helpful, thanks That garden join.",0,gratitude,neutral
